date,Direct Normal [W/m^2],Global Horiz [W/m^2],Diffuse Horiz (calc) [W/m^2],Avg Wind Direction @ 30ft [deg from N],Dry Bulb Temp [deg C],Global UVA [W/m^2],Global UVE [W/m^2],Global UVE [Index],Avg Wind Speed @ 30ft [m/s],Peak Wind Speed @ 30ft [m/s]
2020-259-0,-1.66978,-3.65336,0,29.33,29.27,0,0,0.007,0.98,1.274
2020-259-1,-1.66978,-3.70956,0,21.68,29.28,0,0,0.007,0.506,0.882
2020-259-2,-1.55846,-3.65336,0,10.79,29.27,0,0,0.007,0.565,0.784
2020-259-3,-0.987953,-3.65336,0,17.76,29.27,0,0,0.007,0.577,1.078
2020-259-4,-0.834891,-3.65337,0,21.86,29.33,0,0,0.007,1.003,1.372
2020-259-5,-0.834892,-3.68147,0,23.33,29.45,0,0,0.007,0.941,1.176
2020-259-6,-0.827937,-3.65338,0,14.2,29.54,0,0,0.007,0.866,1.176
2020-259-7,-0.396576,-3.65339,0,11.92,29.58,0,0,0.007,0.975,1.274
2020-259-8,-0.090447,-3.42388,0,10.01,29.58,0,0,0.007,1.153,1.568
2020-259-9,0.306130,-3.09134,0,7.481,29.64,0,0,0.007,1.442,1.862
2020-259-10,0.834901,-3.09135,0,7.963,29.61,0,0,0.007,1.122,1.568
2020-259-11,0.834902,-3.03046,0,9.92,29.5,0,0,0.007,1.111,1.47
2020-259-12,0.834903,-3.00705,0,7.375,29.39,0,0,0.007,1.277,1.764
2020-259-13,0.834905,-3.09136,0,9.26,29.27,0,0,0.007,1.534,1.764
2020-259-14,1.00884,-3.02110,0,10.41,29.23,0,0,0.007,1.343,1.568
2020-259-15,0.834901,-2.60422,0,11.37,29.27,0,0,0.007,1.387,1.764
2020-259-16,0.834899,-2.59953,0,12.76,29.31,0,0,0.007,1.109,1.47
2020-259-17,0.834899,-3.07729,0,14.56,29.28,0,0,0.007,0.673,1.176
2020-259-18,0.834899,-3.09134,0,9.84,29.25,0,0,0.007,0.426,0.882
2020-259-19,0.709664,-2.88525,0,14.85,29.14,0,0,0.007,0.33,0.588
2020-259-20,0.076532,-3.09134,0,18.53,29.03,0,0,0.007,0.103,0.196
2020-259-21,0.02783,-3.40048,0,16.96,28.94,0,0,0.007,0.297,0.49
2020-259-22,0,-3.46606,0,19.23,28.88,0,0,0.007,0.098,0.098
2020-259-23,0,-3.09135,0,16.6,28.82,0,0,0.007,0.098,0.098
2020-259-24,0,-3.09136,0,13.04,28.78,0,0,0.007,0.188,0.588
2020-259-25,0,-2.92274,0,7.565,28.76,0,0,0.007,0.217,0.588
2020-259-26,-0.396580,-2.81970,0,10.53,28.69,0,0,0.007,0.103,0.196
2020-259-27,-0.834907,-2.81502,0,8.85,28.68,0,0,0.007,1.032,1.764
2020-259-28,-0.535732,-3.08669,0,7.686,28.79,0,0,0.007,1.336,1.568
2020-259-29,0,-3.09137,0,5.653,28.8,0,0,0.007,1.315,1.568
2020-259-30,0,-3.09138,0,8.14,28.79,0,0,0.007,1.341,1.862
2020-259-31,0,-3.09138,0,9.02,28.85,0,0,0.007,1.414,1.96
2020-259-32,0.528777,-3.09138,0,7.705,28.81,0,0,0.007,1.795,2.45
2020-259-33,0.834911,-3.09138,0,8.44,28.79,0,0,0.007,1.72,2.156
2020-259-34,0.834912,-2.68857,0,8.68,28.72,0,0,0.007,1.803,2.156
2020-259-35,0.834912,-2.52932,0,6.343,28.73,0,0,0.007,1.757,2.156
2020-259-36,0.834913,-2.52932,0,5.095,28.79,0,0,0.007,1.294,1.862
2020-259-37,0.834913,-2.52932,0,6.093,28.72,0,0,0.007,1.089,1.568
2020-259-38,0.834914,-2.52932,0,39.05,28.69,0,0,0.007,0.596,0.882
2020-259-39,0.834914,-2.52932,0,6.615,28.64,0,0,0.007,0.795,1.078
2020-259-40,0.619228,-2.52932,0,6.922,28.6,0,0,0.007,1.001,1.274
2020-259-41,0.417457,-2.52932,0,5.434,28.6,0,0,0.007,0.711,0.882
2020-259-42,0.354839,-2.52933,0,6.59,28.58,0,0,0.007,0.663,1.078
2020-259-43,0.041746,-2.52933,0,2.061,28.58,0,0,0.007,0.777,1.078
2020-259-44,0,-2.53401,0,4.088,28.57,0,0,0.007,0.624,0.98
2020-259-45,0,-2.94150,0,29.75,28.55,0,0,0.007,0.457,0.686
2020-259-46,0,-3.09137,0,2.141,28.52,0,0,0.007,0.374,0.686
2020-259-47,0,-3.09137,0,1.035,28.51,0,0,0.007,0.372,0.588
2020-259-48,0,-3.09136,0,1.866,28.51,0,0,0.007,0.539,0.686
2020-259-49,0,-3.09136,0,2.602,28.52,0,0,0.007,0.608,0.784
2020-259-50,0,-3.09136,0,0.963,28.53,0,0,0.007,0.56,0.784
2020-259-51,0,-3.09136,0,1.967,28.52,0,0,0.007,0.376,0.588
2020-259-52,0,-2.72133,0,2.109,28.51,0,0,0.007,0.238,0.588
2020-259-53,-0.090448,-2.52930,0,4.24,28.51,0,0,0.007,0.188,0.49
2020-259-54,-0.368750,-2.52930,0,4.784,28.47,0,0,0.007,0.098,0.098
2020-259-55,-0.006958,-2.91806,0,6.398,28.41,0,0,0.007,0.098,0.098
2020-259-56,0,-3.09137,0,19.33,28.39,0,0,0.007,0.109,0.294
2020-259-57,-0.146109,-3.09137,0,24.92,28.39,0,0,0.007,0.487,0.686
2020-259-58,-0.834909,-3.09138,0,23.83,28.41,0,0,0.007,0.599,0.686
2020-259-59,-0.834910,-3.09138,0,20.67,28.46,0,0,0.007,0.681,0.882
2020-259-100,-0.834910,-3.00238,0,16.34,28.51,0,0,0.007,0.603,0.784
2020-259-101,-0.834911,-3.08670,0,14.75,28.51,0,0,0.007,0.544,0.784
2020-259-102,-0.848827,-3.08202,0,25.55,28.44,0,0,0.007,0.402,0.686
2020-259-103,-1.17583,-3.09139,0,28.25,28.37,0,0,0.007,0.635,0.784
2020-259-104,-0.890573,-3.09139,0,27.26,28.4,0,0,0.007,0.712,0.882
2020-259-105,-0.869701,-2.83377,0,26.22,28.43,0,0,0.007,0.593,0.882
2020-259-106,-1.25237,-2.52932,0,20.59,28.36,0,0,0.007,0.203,0.49
2020-259-107,-1.02277,-2.74947,0,14.29,28.32,0,0,0.007,0.219,0.588
2020-259-108,-0.876660,-3.09139,0,26.64,28.26,0,0,0.007,0.434,0.784
2020-259-109,-1.56546,-3.09138,0,29.48,28.07,0,0,0.007,0.97,1.176
2020-259-110,-1.57241,-3.09137,0,27.5,28.03,0,0,0.007,0.639,1.078
2020-259-111,-0.883609,-3.09136,0,23.5,28.11,0,0,0.007,0.26,0.49
2020-259-112,-0.834905,-3.09136,0,23.24,28.14,0,0,0.007,0.098,0.098
2020-259-113,-0.841858,-3.09134,0,23.13,28.2,0,0,0.007,0.098,0.098
2020-259-114,-1.42628,-2.85246,0,21.71,28.18,0,0,0.007,0.343,0.588
2020-259-115,-1.66979,-3.09132,0,17.65,28.13,0,0,0.007,0.394,0.784
2020-259-116,-1.66979,-3.09132,0,14.51,28.24,0,0,0.007,0.76,0.882
2020-259-117,-1.66979,-3.05853,0,14.17,28.45,0,0,0.007,0.559,0.784
2020-259-118,-1.66979,-3.08664,0,14.23,28.36,0,0,0.007,0.1,0.196
2020-259-119,-1.64196,-3.09132,0,14.21,28.24,0,0,0.007,0.098,0.098
2020-259-120,-1.16886,-3.09133,0,14.22,28.15,0,0,0.007,0.098,0.098
2020-259-121,-0.834897,-3.09133,0,14.19,28.08,0,0,0.007,0.098,0.098
2020-259-122,-0.834898,-3.09134,0,14.18,28.04,0,0,0.007,0.098,0.098
2020-259-123,-0.834900,-3.07729,0,14.11,28.1,0,0,0.007,0.152,0.294
2020-259-124,-0.834901,-2.58081,0,14.07,28.26,0,0,0.007,0.356,0.588
2020-259-125,-0.869690,-2.52929,0,14.08,28.31,0,0,0.007,0.448,0.588
2020-259-126,-1.23148,-2.52929,0,14.1,28.32,0,0,0.007,0.564,0.784
2020-259-127,-1.46108,-2.70259,0,13.24,28.39,0,0,0.007,0.738,0.882
2020-259-128,-1.37758,-3.08665,0,11.98,28.47,0,0,0.007,0.665,0.784
2020-259-129,-0.883600,-3.09133,0,10.31,28.59,0,0,0.007,0.75,0.882
2020-259-130,-1.05058,-2.77752,0,10.3,28.66,0,0,0.007,0.805,0.882
2020-259-131,-1.33583,-3.05854,0,10.68,28.58,0,0,0.007,0.681,0.784
2020-259-132,-0.897509,-3.09131,0,13.7,28.52,0,0,0.007,0.743,0.882
2020-259-133,-0.834890,-3.09131,0,16.13,28.51,0,0,0.007,0.523,0.686
2020-259-134,-0.834890,-3.10536,0,17.1,28.5,0,0,0.007,0.457,0.588
2020-259-135,-0.834890,-3.09131,0,17.14,28.5,0,0,0.007,0.394,0.49
2020-259-136,-0.848805,-3.09131,0,16.91,28.5,0,0,0.007,0.384,0.49
2020-259-137,-0.834892,-3.09131,0,16.5,28.47,0,0,0.007,0.25,0.49
2020-259-138,-0.834890,-3.09131,0,14.46,28.43,0,0,0.007,0.461,0.686
2020-259-139,-0.841846,-2.61824,0,14.28,28.4,0,0,0.007,0.508,0.784
2020-259-140,-1.23146,-2.79153,0,13.67,28.33,0,0,0.007,0.728,0.882
2020-259-141,-1.28712,-3.09130,0,13.03,28.34,0,0,0.007,0.751,0.882
2020-259-142,-1.21754,-3.09130,0,11.66,28.3,0,0,0.007,0.591,0.784
2020-259-143,-0.987952,-3.09130,0,8.88,28.36,0,0,0.007,0.59,0.784
2020-259-144,-0.834891,-3.09131,0,7.992,28.3,0,0,0.007,0.511,0.588
2020-259-145,-0.834892,-3.05853,0,8,28.2,0,0,0.007,0.516,0.588
2020-259-146,-0.834894,-3.08663,0,8.02,28.15,0,0,0.007,0.372,0.588
2020-259-147,-0.834896,-3.09133,0,7.96,28.13,0,0,0.007,0.113,0.294
2020-259-148,-0.834898,-3.09133,0,17.89,28.01,0,0,0.007,0.101,0.294
2020-259-149,-0.834899,-3.09134,0,45.45,27.94,0,0,0.007,0.358,0.49
2020-259-150,-0.340918,-2.74942,0,45.88,27.89,0,0,0.007,0.124,0.294
2020-259-151,0,-2.52929,0,45.87,27.84,0,0,0.007,0.098,0.098
2020-259-152,-0.264386,-2.11711,0,45.89,27.79,0,0,0.007,0.098,0.098
2020-259-153,-0.834905,-1.96723,0,22.08,27.82,0,0,0.007,0.371,0.686
2020-259-154,-0.834906,-2.11243,0,3.401,27.99,0,0,0.007,0.639,0.784
2020-259-155,-0.438326,-2.52930,0,1.564,28.15,0,0,0.007,0.619,0.784
2020-259-156,0,-2.52930,0,70.71,28.26,0,0,0.007,0.652,0.784
2020-259-157,0,-2.52931,0,82.6,28.38,0,0,0.007,0.722,0.882
2020-259-158,0,-2.52931,0,78.31,28.5,0,0,0.007,0.595,0.784
2020-259-159,0,-2.52931,0,75.92,28.52,0,0,0.007,0.565,0.784
2020-259-200,0.493989,-2.52931,0,68.98,28.52,0,0,0.007,0.451,0.588
2020-259-201,0.083491,-2.52932,0,53.36,28.31,0,0,0.007,0.712,1.078
2020-259-202,0.069576,-2.52932,0,51.82,28.06,0,0,0.007,0.825,1.176
2020-259-203,0.125237,-2.52932,0,51.64,27.96,0,0,0.007,0.51,0.686
2020-259-204,-0.006958,-2.52932,0,49.01,27.95,0,0,0.007,0.289,0.686
2020-259-205,-0.438330,-2.52932,0,49.01,27.94,0,0,0.007,0.098,0.098
2020-259-206,-0.507906,-2.52932,0,48.99,27.94,0,0,0.007,0.098,0.098
2020-259-207,-0.201771,-2.52932,0,49,27.89,0,0,0.007,0.098,0.098
2020-259-208,-0.027830,-2.52932,0,49.13,27.82,0,0,0.007,0.098,0.098
2020-259-209,-0.591398,-2.43096,0,49.35,27.81,0,0,0.007,0.098,0.098
2020-259-210,-0.347881,-1.96725,0,54.51,27.81,0,0,0.007,0.098,0.098
2020-259-211,-0.006958,-1.96725,0,77.98,27.89,0,0,0.007,0.479,0.784
2020-259-212,0,-1.96725,0,79.24,28.09,0,0,0.007,0.532,0.882
2020-259-213,0,-1.96725,0,79.22,28.13,0,0,0.007,0.33,0.49
2020-259-214,0,-1.96725,0,79.21,28.13,0,0,0.007,0.176,0.49
2020-259-215,0,-1.96724,0,79.25,28.06,0,0,0.007,0.098,0.098
2020-259-216,0,-1.96724,0,79.31,27.94,0,0,0.007,0.098,0.098
2020-259-217,0,-2.33725,0,21.52,27.81,0,0,0.007,0.098,0.098
2020-259-218,0,-2.52928,0,18.99,27.74,0,0,0.007,0.109,0.294
2020-259-219,0,-2.12177,0,16.25,27.74,0,0,0.007,0.109,0.196
2020-259-220,0,-1.96720,0,11.29,27.8,0,0,0.007,0.457,0.686
2020-259-221,0,-1.96720,0,7.858,27.87,0,0,0.007,0.66,0.784
2020-259-222,0,-1.96720,0,6.348,27.94,0,0,0.007,0.639,0.784
2020-259-223,0,-1.60655,0,6.735,28,0,0,0.007,0.485,0.588
2020-259-224,0,-1.42388,0,12.94,27.97,0,0,0.007,0.417,0.588
2020-259-225,0,-1.93442,0,20.58,27.89,0,0,0.007,0.526,0.784
2020-259-226,0,-1.96720,0,25.92,27.8,0,0,0.007,0.529,0.686
2020-259-227,0,-1.96720,0,24.85,27.76,0,0,0.007,0.258,0.49
2020-259-228,0,-1.96720,0,20.77,27.79,0,0,0.007,0.137,0.49
2020-259-229,0,-1.96720,0,12.35,27.78,0,0,0.007,0.363,0.588
2020-259-230,0,-1.96720,0,12.5,27.75,0,0,0.007,0.586,0.784
2020-259-231,0,-1.96720,0,12.88,27.74,0,0,0.007,0.573,0.784
2020-259-232,0,-1.96720,0,13.86,27.76,0,0,0.007,0.457,0.588
2020-259-233,0,-1.99063,0,14.32,27.78,0,0,0.007,0.328,0.49
2020-259-234,0,-2.38875,0,16.57,27.78,0,0,0.007,0.098,0.098
2020-259-235,0,-2.36534,0,30.25,27.77,0,0,0.007,0.477,0.686
2020-259-236,0,-2.14520,0,30.89,27.76,0,0,0.007,0.516,0.686
2020-259-237,0,-2.04685,0,30.27,27.8,0,0,0.007,0.283,0.49
2020-259-238,0,-1.98127,0,23.42,27.84,0,0,0.007,0.503,0.588
2020-259-239,0,-1.96723,0,21.44,27.83,0,0,0.007,0.763,0.882
2020-259-240,0,-1.96723,0,16.37,27.85,0,0,0.007,0.644,0.784
2020-259-241,0,-2.42625,0,12.85,27.82,0,0,0.007,0.807,1.078
2020-259-242,0,-2.01407,0,13.99,27.92,0,0,0.007,0.91,1.078
2020-259-243,0,-1.96724,0,13.92,28.09,0,0,0.007,0.791,0.882
2020-259-244,0,-1.92508,0,12.28,28.1,0,0,0.007,0.699,0.882
2020-259-245,0,-1.55506,0,12.17,27.97,0,0,0.007,0.577,0.784
2020-259-246,0,-1.51290,0,12.15,27.89,0,0,0.007,0.452,0.588
2020-259-247,0,-1.96725,0,10.28,27.84,0,0,0.007,0.113,0.294
2020-259-248,0.034788,-1.96725,0,33.51,27.82,0,0,0.007,0.227,0.588
2020-259-249,0.660972,-1.96725,0,80.6,27.8,0,0,0.007,0.72,0.882
2020-259-250,0.834913,-1.96725,0,77.19,27.77,0,0,0.007,0.627,0.686
2020-259-251,0.834913,-1.61127,0,76.35,27.81,0,0,0.007,0.459,0.588
2020-259-252,0.834914,-1.40518,0,78.61,27.88,0,0,0.007,0.469,0.588
2020-259-253,0.834914,-1.39581,0,83.4,27.94,0,0,0.007,0.619,0.784
2020-259-254,0.834909,-0.852471,0,85.2,27.95,0,0,0.007,0.701,0.882
2020-259-255,0.834907,-0.843101,0,82.9,27.87,0,0,0.007,0.539,0.784
2020-259-256,0.834906,-0.936777,0,80.6,27.7,0,0,0.007,0.559,0.686
2020-259-257,0.834904,-1.40516,0,80.5,27.57,0,0,0.007,0.343,0.588
2020-259-258,0.834904,-1.40516,0,80.5,27.57,0,0,0.007,0.369,0.49
2020-259-259,0.688796,-1.40516,0,80.6,27.55,0,0,0.007,0.149,0.294
2020-259-300,0.097405,-1.40516,0,80.6,27.49,0,0,0.007,0.098,0.098
2020-259-301,0,-1.90165,0,81.5,27.4,0,0,0.007,0.098,0.098
2020-259-302,0,-1.96722,0,27.3,27.28,0,0,0.007,0.167,0.49
2020-259-303,0,-1.96722,0,5.262,27.25,0,0,0.007,0.268,0.49
2020-259-304,0,-1.96721,0,5.922,27.33,0,0,0.007,0.389,0.588
2020-259-305,0,-1.96721,0,5.975,27.45,0,0,0.007,0.158,0.392
2020-259-306,0,-1.96721,0,6.495,27.45,0,0,0.007,0.118,0.294
2020-259-307,0,-1.96721,0,2.008,27.52,0,0,0.007,0.31,0.49
2020-259-308,0,-1.96253,0,6.059,27.59,0,0,0.007,0.58,0.882
2020-259-309,0,-1.49415,0,6.729,27.64,0,0,0.007,0.88,1.176
2020-259-310,0.013915,-1.40515,0,4.803,27.61,0,0,0.007,0.81,0.98
2020-259-311,0.660963,-1.40516,0,2.031,27.66,0,0,0.007,1.119,1.47
2020-259-312,0.834902,-1.40516,0,5.025,27.75,0,0,0.007,0.92,1.176
2020-259-313,0.834903,-1.40516,0,7.191,27.81,0,0,0.007,0.838,1.176
2020-259-314,0.834904,-1.40516,0,46.13,27.78,0,0,0.007,0.825,0.98
2020-259-315,0.834906,-1.40517,0,82.7,27.77,0,0,0.007,0.809,0.98
2020-259-316,0.834907,-1.40517,0,73.57,27.75,0,0,0.007,0.617,0.784
2020-259-317,0.834907,-1.40517,0,1.698,27.74,0,0,0.007,0.508,0.686
2020-259-318,0.834903,-1.40516,0,1.866,27.72,0,0,0.007,0.454,0.588
2020-259-319,0.834901,-1.40516,0,2.7,27.74,0,0,0.007,0.452,0.588
2020-259-320,0.834900,-1.40516,0,2.726,27.68,0,0,0.007,0.323,0.49
2020-259-321,0.709665,-1.40515,0,2.742,27.67,0,0,0.007,0.209,0.392
2020-259-322,0.800113,-1.40515,0,2.674,27.66,0,0,0.007,0.098,0.098
2020-259-323,0.834900,-1.57377,0,2.699,27.65,0,0,0.007,0.098,0.098
2020-259-324,0.834901,-1.96722,0,2.766,27.59,0,0,0.007,0.098,0.098
2020-259-325,0.834902,-1.96722,0,5.833,27.57,0,0,0.007,0.098,0.098
2020-259-326,0.417451,-1.96722,0,11.93,27.54,0,0,0.007,0.098,0.098
2020-259-327,0.006958,-1.96722,0,11.93,27.5,0,0,0.007,0.176,0.392
2020-259-328,0,-1.96721,0,11.92,27.56,0,0,0.007,0.323,0.392
2020-259-329,0,-1.96721,0,13.39,27.57,0,0,0.007,0.385,0.588
2020-259-330,0,-1.96721,0,16.73,27.56,0,0,0.007,0.407,0.588
2020-259-331,0,-2.26697,0,16.93,27.57,0,0,0.007,0.338,0.49
2020-259-332,0,-2.52927,0,16.99,27.6,0,0,0.007,0.103,0.196
2020-259-333,0,-2.52926,0,16.98,27.58,0,0,0.007,0.098,0.098
2020-259-334,0,-2.52925,0,16.94,27.57,0,0,0.007,0.098,0.098
2020-259-335,0,-2.52925,0,16.41,27.57,0,0,0.007,0.124,0.294
2020-259-336,-0.062617,-2.52925,0,12.58,27.58,0,0,0.007,0.501,0.784
2020-259-337,-0.681828,-2.52925,0,9.94,27.52,0,0,0.007,0.624,0.882
2020-259-338,-0.500935,-2.53862,0,11.77,27.44,0,0,0.007,0.366,0.686
2020-259-339,0,-2.61825,0,12.87,27.42,0,0,0.007,0.149,0.392
2020-259-340,0,-2.52926,0,10.96,27.49,0,0,0.007,0.281,0.49
2020-259-341,0,-2.52927,0,10.19,27.51,0,0,0.007,0.456,0.588
2020-259-342,-0.660960,-2.52927,0,9.51,27.47,0,0,0.007,0.129,0.294
2020-259-343,-0.834899,-2.52928,0,9.77,27.38,0,0,0.007,0.127,0.294
2020-259-344,-0.327003,-2.86184,0,9.98,27.35,0,0,0.007,0.098,0.098
2020-259-345,-0.327003,-3.09135,0,31.52,27.29,0,0,0.007,0.289,0.686
2020-259-346,0,-3.0492,0,47.84,27.16,0,0,0.007,0.585,0.784
2020-259-347,0,-2.91337,0,47.67,27.17,0,0,0.007,0.252,0.588
2020-259-348,-0.473113,-2.52930,0,47.62,27.17,0,0,0.007,0.49,0.588
2020-259-349,-0.834907,-2.5293,0,47.66,27.17,0,0,0.007,0.408,0.49
2020-259-350,-0.834908,-2.52930,0,47.74,27.17,0,0,0.007,0.175,0.392
2020-259-351,-0.834909,-2.52931,0,47.74,27.17,0,0,0.007,0.098,0.098
2020-259-352,-0.236558,-2.52931,0,47.7,27.15,0,0,0.007,0.098,0.098
2020-259-353,-0.654013,-2.52931,0,47.7,27.09,0,0,0.007,0.098,0.098
2020-259-354,-0.834911,-2.75414,0,47.7,27.03,0,0,0.007,0.098,0.098
2020-259-355,-0.834912,-3.09138,0,47.7,26.97,0,0,0.007,0.098,0.098
2020-259-356,-0.834912,-3.16633,0,47.62,26.89,0,0,0.007,0.098,0.098
2020-259-357,-0.834913,-3.62536,0,46.52,26.88,0,0,0.007,0.341,0.49
2020-259-358,-0.834913,-3.63473,0,42.21,26.88,0,0,0.007,0.399,0.49
2020-259-359,-0.834913,-3.15228,0,42,26.89,0,0,0.007,0.15,0.294
2020-259-400,-0.834914,-3.09139,0,42,26.91,0,0,0.007,0.098,0.098
2020-259-401,-0.834914,-3.09139,0,42.02,26.96,0,0,0.007,0.098,0.098
2020-259-402,-0.834915,-3.09140,0,39.93,26.91,0,0,0.007,0.098,0.098
2020-259-403,-0.834915,-3.09140,0,25.82,26.88,0,0,0.007,0.098,0.098
2020-259-404,-0.848830,-3.09608,0,23.87,26.89,0,0,0.007,0.098,0.098
2020-259-405,-0.834915,-3.09140,0,22.02,26.88,0,0,0.007,0.201,0.392
2020-259-406,-0.834915,-3.09140,0,21.47,26.89,0,0,0.007,0.121,0.294
2020-259-407,-0.834916,-3.0914,0,14.72,26.93,0,0,0.007,0.356,0.49
2020-259-408,-0.834916,-3.0914,0,9.14,26.84,0,0,0.007,0.245,0.588
2020-259-409,-0.834916,-3.0914,0,0.124,26.77,0,0,0.007,0.546,0.686
2020-259-410,-0.834916,-3.09140,0,48.6,26.72,0,0,0.007,0.559,0.686
2020-259-411,-0.834916,-3.09140,0,82.5,26.68,0,0,0.007,0.675,0.882
2020-259-412,-0.64706,-3.09140,0,80.2,26.62,0,0,0.007,0.916,1.078
2020-259-413,0,-3.09140,0,76.65,26.6,0,0,0.007,0.813,0.98
2020-259-414,0,-2.59490,0,78.33,26.6,0,0,0.007,0.733,0.98
2020-259-415,0,-2.52932,0,81.9,26.65,0,0,0.007,0.555,0.784
2020-259-416,0,-2.42158,0,74.51,26.69,0,0,0.007,0.529,0.686
2020-259-417,0,-1.96724,0,0.596,26.69,-0.007,0,0.005,0.41,0.588
2020-259-418,-0.229599,-1.96723,0,0.608,26.68,0,0,0.007,0.31,0.49
2020-259-419,-0.146109,-1.96723,0,32.98,26.67,0,0,0.007,0.247,0.686
2020-259-420,0,-1.96723,0,73.83,26.67,0,0,0.007,0.799,0.98
2020-259-421,0,-2.32320,0,72.38,26.69,0,0,0.007,0.983,1.176
2020-259-422,0,-2.52930,0,76.68,26.67,0,0,0.007,1,1.176
2020-259-423,0,-1.98128,0,79.51,26.58,-0.007,0,0.005,1.032,1.176
2020-259-424,0,-1.96723,0,78.01,26.38,0,0,0.007,1.036,1.176
2020-259-425,0,-2.19206,0,76.43,26.24,0,0,0.007,1.135,1.372
2020-259-426,0,-2.52930,0,78.68,26.18,-0.007,0,0.005,0.786,1.274
2020-259-427,0,-2.52930,0,79.1,26.11,0,0,0.007,0.549,0.686
2020-259-428,0,-2.52931,0,74.74,26.07,0,0,0.007,1.013,1.176
2020-259-429,0,-2.52931,0,69.8,26.04,-0.001,0,0.006,0.769,1.176
2020-259-430,0,-2.52931,0,62.51,26.08,-0.006,0,0.005,0.475,0.686
2020-259-431,0,-2.52931,0,56.59,26.12,0,0,0.007,0.898,1.176
2020-259-432,0,-2.62768,0,56.06,26.11,0,0,0.007,0.988,1.176
2020-259-433,0,-2.52932,0,51.54,26.05,0,0,0.007,1.111,1.47
2020-259-434,-0.473117,-2.70731,0,46.83,25.99,0,0,0.007,1.04,1.274
2020-259-435,-0.834913,-3.09139,0,46.99,26.02,0,0,0.007,0.846,0.98
2020-259-436,-0.834913,-3.09139,0,47.14,26.02,0,0,0.007,0.603,0.784
2020-259-437,-0.834914,-3.09139,0,47.1,25.96,-0.007,0,0.005,0.394,0.588
2020-259-438,-0.834914,-3.09139,0,47.08,25.94,0,0,0.007,0.289,0.49
2020-259-439,-0.834915,-3.09140,0,47.07,25.88,0,0,0.007,0.369,0.588
2020-259-440,-0.834915,-3.20850,0,47.04,25.8,0,0,0.007,0.539,0.686
2020-259-441,-0.834915,-3.64410,0,46.1,25.74,-0.007,0,0.005,0.652,0.784
2020-259-442,-0.834915,-3.65347,0,43.5,25.67,0,0,0.007,0.737,0.882
2020-259-443,-0.834916,-3.65347,0,43.37,25.63,0,0,0.007,0.756,0.882
2020-259-444,-0.834916,-3.65347,0,43.37,25.59,-0.007,0,0.005,0.689,0.882
2020-259-445,-0.869704,-3.64411,0,43.34,25.51,0,0,0.007,0.485,0.686
2020-259-446,-0.855789,-3.64879,0,43.32,25.46,0,0,0.007,0.152,0.392
2020-259-447,-0.834916,-3.65348,0,43.33,25.4,-0.003,0,0.006,0.098,0.098
2020-259-448,-0.834916,-3.65348,0,43.34,25.37,-0.003,0,0.006,0.098,0.098
2020-259-449,-0.834916,-3.40054,0,43.34,25.33,0,0,0.007,0.098,0.098
2020-259-450,-0.834916,-3.09140,0,43.32,25.29,0,0,0.007,0.098,0.098
2020-259-451,-0.834916,-3.09140,0,43.36,25.28,-0.007,0,0.005,0.098,0.098
2020-259-452,-0.834916,-3.09140,0,58.93,25.35,0,0,0.007,0.098,0.098
2020-259-453,-0.834917,-3.09140,0,63.59,25.52,0,0,0.007,0.098,0.098
2020-259-454,-0.834917,-3.09140,0,67.02,25.63,-0.007,0,0.005,0.098,0.098
2020-259-455,-0.834917,-3.09140,0,67.02,25.66,0,0,0.007,0.098,0.098
2020-259-456,-0.834917,-3.09140,0,67.03,25.6,0,0,0.007,0.24,0.588
2020-259-457,-0.834917,-3.09140,0,66.57,25.61,-0.006,0,0.005,0.694,0.882
2020-259-458,-0.834917,-3.09141,0,69.76,25.67,0,0,0.007,0.652,0.882
2020-259-459,-0.660976,-3.05393,0,71.66,25.67,0,0,0.007,0.552,0.686
2020-259-500,-0.800129,-2.52933,0,71.48,25.65,-0.007,0,0.005,0.252,0.588
2020-259-501,-0.834917,-2.52933,0,70.32,25.63,0,0,0.007,0.567,0.882
2020-259-502,-0.834917,-2.52933,0,68.05,25.61,0,0,0.007,0.332,0.49
2020-259-503,-0.834917,-2.52933,0,67.27,25.57,-0.006,0,0.005,0.397,0.686
